,1,2,3,4,5,6,7,8,9,10,11,12
A,28.31,27.95,27.83,18.5,18.63,18.45,27.25,26.98,26.99,18.4,18.88,18.64
B,26.15,25.92,25.79,17.67,17.26,17.66,26.43,26.3,26.34,18.77,18.13,18.21
C,26.32,26.3,26.08,18.16,18.09,18.12,26.24,25.97,26.04,18.49,18.22,18.1
D,26.18,26.11,25.83,18.06,18.04,17.83,25.83,25.77,25.63,17.87,17.63,17.67
E,26.39,26.32,26.09,18.76,18.5,18.47,25.49,25.31,25.28,17.85,17.62,17.62
G,25.86,25.88,25.71,18.36,18.25,18.17,25.53,25.51,25.49,18.08,17.79,17.89
H,,,,,,,,,,,,
