,1,2,3,4,5,6,7,8,9,10,11,12
A,36.55,36.94,35.52,17.87,18.19,18.09,38.33,37.73,37.9,17.63,17.62,17.77
B,35.38,37.24,37.28,17.96,17.94,17.81,31.72,32.03,32.3,18.36,18.08,18.36
C,35.56,35.57,35.58,17.71,17.69,17.81,36.71,,37.55,17.62,17.49,17.42
D,36.46,35.86,37.85,17.72,17.7,17.65,33.21,33.29,33.55,17.91,17.77,17.75
E,35.3,35.1,37.95,17.41,17.42,17.42,,,,,,
G,35.61,35.76,36.02,18.28,18.11,18.15,,,,,,
H,,,,,,,,,,,,
