,1,2,3,4,5,6,7,8,9,10,11,12
A,22.47,23.29,22.71,17.87,18.19,18.09,22.45,22.91,23.24,17.63,17.62,17.77
B,22.55,22.5,22.59,17.96,17.94,17.81,19.77,19.64,20.31,18.36,18.08,18.36
C,22.34,22.3,22.79,17.71,17.69,17.81,22.9,22.81,22.86,17.62,17.49,17.42
D,22.19,22.05,21.98,17.72,17.7,17.65,20.86,20.27,20.59,17.91,17.77,17.75
E,22,22.01,22.02,17.41,17.42,17.42,,,,,,
G,21.66,21.67,21.72,18.28,18.11,18.15,,,,,,
H,,,,,,,,,,,,
