,1,2,3,4,5,6,7,8,9,10,11,12
A,34.68,35.62,35.35,19.2,,19.2,35.66,34.13,35.05,18.26,18.23,18.42
B,34.43,36.2,34.05,18.71,18.83,18.8,30.21,30.53,30.56,19.01,19.11,19.29
C,35.24,35,34.37,18.87,18.91,19.05,36.53,35.81,37.23,19.7,19.82,19.45
D,34.44,36.81,34.32,18.51,18.58,18.71,32.21,32.61,32.54,18.2,18.08,18.8
E,34.43,34.54,36.68,18.4,18.45,18.57,,,,,,
G,34.09,34.18,34.15,18.6,18.66,18.85,,,,,,
H,,,,,,,,,,,,
