,1,2,3,4,5,6,7,8,9,10,11,12
A,30.09,31.59,31.4,17.87,18.19,18.09,32.05,31.94,32.8,17.63,17.62,17.77
B,31.28,30.96,31.18,17.96,17.94,17.81,23.67,24.56,25.81,18.36,18.08,18.36
C,31.46,31.2,31.47,17.71,17.69,17.81,31.59,31.75,32.15,17.62,17.49,17.42
D,31.48,31.07,30.79,17.72,17.7,17.65,26.94,27.11,27.49,17.91,17.77,17.75
E,30.73,30.48,30.57,17.41,17.42,17.42,,,,,,
G,29.2,29.49,29.42,18.28,18.11,18.15,,,,,,
H,,,,,,,,,,,,
