,1,2,3,4,5,6,7,8,9,10,11,12
A,32.99,33.14,32.49,18.48,18.49,18.42,32.43,32.86,32.52,18.11,18.24,18.06
B,33.21,33.18,33.39,18.93,18.98,18.9,32.21,32.59,32.15,18.13,18.13,18.12
C,33.03,32.66,33.09,18.43,18.56,18.4,32.32,31.74,32.21,17.93,17.95,17.96
D,32.97,32.81,32.58,18.71,18.68,18.52,33.9,34.03,33.68,19.22,19.11,19.07
E,32.29,32.5,32.19,18.16,18.1,18,32.31,31.6,31.25,18.14,17.86,18.04
G,32.1,32.64,32.08,19.06,18.81,18.91,31.64,31.52,31.48,18.1,18.19,18.18
H,,,,,,,,,,,,
