,1,2,3,4,5,6,7,8,9,10,11,12
A,19.100534308636401,18.237923647723999,18.094791700807001,17.45839126,17.373874649392601,17.342898827161601,21.705320317481998,21.682810682257401,21.699096027639499,,,
B,19.036754880404999,19.088442228315198,18.878294570857999,17.32542912,17.28254498,17.231801733048901,22.096551337397599,22.164427839412902,22.204942339451701,,,
C,18.685490616409901,18.633443932333599,18.543315651648001,17.81502838,17.756831023138599,17.668739919239201,22.217198784311702,22.157561702473402,22.186375159038899,,,
D,18.613759137511799,18.536365336925599,18.436806933449098,18.147308995846899,18.092319203557299,18.04611933,22.327915880306701,22.452598303494899,22.48753174,,,
E,18.43932145,18.438528043119199,18.327088005594099,18.381981515837001,18.246205618188299,18.25379211,22.629270085706601,22.70451908,22.629947433624601,,,
G,18.293445931440498,18.09502043,18.162130893498102,18.693928236196701,18.63043659,18.532663650387502,22.700327113217298,22.670734759451602,22.708923124473699,,,
H,18.324178422700399,18.239522908876399,18.2096831,28.58712444,28.57481886,28.732907743079299,24.177551532318098,24.245704448244599,24.294364102932501,,,
