,1,2,3,4,5,6,7,8,9,10,11,12
A,ACOX1,ACOX1,ACOX1,b-actin,b-actin,b-actin,ACOX1,ACOX1,ACOX1,b-actin,b-actin,b-actin
B,ACOX1,ACOX1,ACOX1,b-actin,b-actin,b-actin,ACOX1,ACOX1,ACOX1,b-actin,b-actin,b-actin
C,ACOX1,ACOX1,ACOX1,b-actin,b-actin,b-actin,ACOX1,ACOX1,ACOX1,b-actin,b-actin,b-actin
D,ACOX1,ACOX1,ACOX1,b-actin,b-actin,b-actin,ACOX1,ACOX1,ACOX1,b-actin,b-actin,b-actin
E,ACOX1,ACOX1,ACOX1,b-actin,b-actin,b-actin,,,,,,
G,ACOX1,ACOX1,ACOX1,b-actin,b-actin,b-actin,,,,,,
H,,,,,,,,,,,,
