,1,2,3,4,5,6,7,8,9,10,11,12
A,22.98,23.36,23.13,19.2,,19.2,23.73,23.53,23.74,18.26,18.23,18.42
B,22.6,22.75,22.63,18.71,18.83,18.8,19.05,19.1,19.27,19.01,19.11,19.29
C,22.8,22.85,23.09,18.87,18.91,19.05,21.06,21.12,20.97,19.7,19.82,19.45
D,22.34,22.33,22.52,18.51,18.58,18.71,17.99,18.12,18.04,18.2,18.08,18.8
E,22.72,22.8,22.93,18.4,18.45,18.57,,,,,,
G,21.58,21.55,22.02,18.6,18.66,18.85,,,,,,
H,,,,,,,,,,,,
