,1,2,3,4,5,6,7,8,9,10,11,12
A,39.15,37.95,38.16,18.5,18.63,18.45,38.14,38.45,36.82,18.4,18.88,18.64
B,37.41,36.19,35.18,17.67,17.26,17.66,,36.91,,18.77,18.13,18.21
C,37.27,37.25,35.31,18.16,18.09,18.12,36.96,36.26,36.34,18.49,18.22,18.1
D,35.84,35.31,36.29,18.06,18.04,17.83,36.55,35.52,38.05,17.87,17.63,17.67
E,35.46,36.72,34.54,18.76,18.5,18.47,36.32,34.27,36.67,17.85,17.62,17.62
G,35.62,36.17,36.33,18.36,18.25,18.17,35.97,35.1,34.87,18.08,17.79,17.89
H,,,,,,,,,,,,
