,1,2,3,4,5,6,7,8,9,10,11,12
A,37.2,34.74,36.1,18.48,18.49,18.42,33.52,35.18,33.96,18.11,18.24,18.06
B,36.43,37.07,35.27,18.93,18.98,18.9,34.59,34.68,34.82,18.13,18.13,18.12
C,34.48,34.05,35.47,18.43,18.56,18.4,34.47,33.85,34.09,17.93,17.95,17.96
D,34.84,34.27,35.22,18.71,18.68,18.52,34.66,35.76,35.08,19.22,19.11,19.07
E,33.88,32.88,32.7,18.16,18.1,18,34.42,33.41,34.09,18.14,17.86,18.04
G,32.94,33.14,33.49,19.06,18.81,18.91,32.58,33.12,32.93,18.1,18.19,18.18
H,,,,,,,,,,,,
